Name,Gender,"Rating Value","Rating Count","Main Accords",Perfumers,Description,url
"Marte Evolution Battistonifor men","for men",4.14,7,"['amber', 'woody', 'warm spicy', 'aromatic', 'patchouli', 'musky', 'balsamic', 'earthy', 'vanilla', 'powdery']",[],"Marte EvolutionbyBattistoniis a Amber Fougere fragrance for men. Top notes are Clary Sage, Cypress and Orange; middle notes are Patchouli, Lily-of-the-Valley, Jasmine, Vetiver and Cedar; base notes are Benzoin, White Musk and Amber.",https://www.fragrantica.com/perfume/Battistoni/Marte-Evolution-27297.html
"M7 Fresh Yves Saint Laurentfor men","for men",4.29,537,"['citrus', 'oud', 'fresh spicy', 'aromatic', 'warm spicy']",[],"M7 FreshbyYves Saint Laurentis a Woody fragrance for men.M7 Freshwas launched in 2004. Top notes are Florida Grapefruit, Bergamot and Mandarin Orange; middle notes are Agarwood (Oud), Ginger and Bitter Orange; base notes are Tahitian Vetiver and Musk.",https://www.fragrantica.com/perfume/Yves-Saint-Laurent/M7-Fresh-2592.html
"Gilles Cantuel Noir Eau de Parfum Gilles Cantuelfor men","for men",3.83,6,"['warm spicy', 'woody', 'citrus', 'white floral', 'aromatic', 'balsamic', 'fresh spicy', 'powdery', 'sweet', 'vanilla']",[],"Gilles Cantuel Noir Eau de ParfumbyGilles Cantuelis a Amber Spicy fragrance for men.Gilles Cantuel Noir Eau de Parfumwas launched in 2019. Top notes are Cardamom, Tangerine, Nutmeg and Saffron; middle notes are Mastic or Lentisque, Neroli, Jasmine, Kulfi and Rose; base notes are Sandalwood, Vanilla, Amber and Woodsy Notes.",https://www.fragrantica.com/perfume/Gilles-Cantuel/Gilles-Cantuel-Noir-Eau-de-Parfum-65148.html
"Creep BARREfor women and men","for women and men",5,2,"['amber', 'tobacco', 'vanilla', 'sweet', 'powdery', 'plastic', 'animalic', 'aromatic', 'soft spicy', 'whiskey']","['Bree Hyland']","CreepbyBARREis a Amber Spicy fragrance for women and men.Creepwas launched in 2022. The nose behind this fragrance is Bree Hyland. Top notes are Tobacco, Candied Lemon, Amber, Vanilla and latex;",https://www.fragrantica.com/perfume/BARRE/Creep-93457.html
"Aire Energy Jequitifor men","for men",5,1,"['citrus', 'woody', 'aromatic', 'warm spicy', 'fresh spicy', 'lavender', 'earthy']","['Leonardo Lucheze']","Aire EnergybyJequitiis a Aromatic Fougere fragrance for men.Aire Energywas launched in 2021. The nose behind this fragrance is Leonardo Lucheze. Top notes are Grapefruit, Mandarin Orange and Lemon; middle notes are Ginger, Lavender and Nutmeg; base notes are Cedar, Vetiver and Patchouli.",https://www.fragrantica.com/perfume/Jequiti/Aire-Energy-71372.html
"Narcotic Elixir Extrait de Parfum Welton Londonfor women and men","for women and men",3.81,16,"['warm spicy', 'leather', 'musky', 'aromatic', 'woody', 'rose', 'balsamic', 'patchouli', 'animalic', 'soft spicy']","['John-Paul Welton', 'Vincent Ricord']","Narcotic Elixir Extrait de ParfumbyWelton Londonis a Leather fragrance for women and men. This is a new fragrance.Narcotic Elixir Extrait de Parfumwas launched in 2022. Narcotic Elixir Extrait de Parfum was created by John-Paul Welton and Vincent Ricord. Top notes are Cardamom, Pink Pepper and Davana; middle notes are Saffron, Leather and Rose; base notes are Patchouli, Kashmir wood and Musk.",https://www.fragrantica.com/perfume/Welton-London/Narcotic-Elixir-Extrait-de-Parfum-79074.html
"Dragon Fruit Demeter Fragrancefor women and men","for women and men",3.77,43,"['tropical', 'fruity', 'floral', 'citrus', 'fresh', 'green']",[],"Dragon FruitbyDemeter Fragranceis a Floral Fruity fragrance for women and men.Dragon Fruitwas launched in 2012.",https://www.fragrantica.com/perfume/Demeter-Fragrance/Dragon-Fruit-16066.html
"Luxure for Men Otto Kernfor men","for men",4.2,5,"['coffee', 'woody', 'warm spicy', 'soft spicy', 'patchouli', 'earthy', 'vanilla', 'sweet']",[],"Luxure for MenbyOtto Kernis a Amber Woody fragrance for men.Luxure for Menwas launched in 2013. Top notes are Pink Pepper and Lemon; middle notes are Coffee and Woody Notes; base notes are Patchouli, Vanila and Vetiver.",https://www.fragrantica.com/perfume/Otto-Kern/Luxure-for-Men-17518.html
"Angel Schlesser Homme Angel Schlesserfor men","for men",3.76,455,"['woody', 'aromatic', 'warm spicy', 'fresh spicy', 'citrus', 'earthy', 'powdery', 'fresh', 'lavender', 'anis']","['Thierry Wasser']","Angel Schlesser HommebyAngel Schlesseris a Aromatic Fougere fragrance for men.Angel Schlesser Hommewas launched in 2001. The nose behind this fragrance is Thierry Wasser. Top note is Bergamot; middle notes are Vetiver, Cardamom, Rice, Lavender, Ginger, Virginia Cedar, Star Anise, Sandalwood and Cinnamon; base notes are Fir, Oakmoss, Musk and Sandalwood.",https://www.fragrantica.com/perfume/Angel-Schlesser/Angel-Schlesser-Homme-6817.html
"Moshpit Pavarotti Ensar Oudfor women and men","for women and men",3.44,9,"['woody', 'oud', 'animalic', 'fresh spicy', 'tobacco', 'warm spicy', 'sweet', 'green', 'marine']",[],"Moshpit PavarottibyEnsar Oudis a fragrance for women and men. This is a new fragrance.Moshpit Pavarottiwas launched in 2022.",https://www.fragrantica.com/perfume/Ensar-Oud/Moshpit-Pavarotti-82296.html
"Aflaaj Asgharalifor women and men","for women and men",3.94,16,"['woody', 'amber', 'aromatic', 'fresh spicy', 'rose', 'earthy', 'warm spicy', 'patchouli', 'balsamic', 'smoky']",[],"AflaajbyAsgharaliis a Amber Woody fragrance for women and men.Aflaajwas launched in 2013. Top notes are Rose, Incense, Artemisia, Geranium and Apple; middle notes are Vetiver, Patchouli, Leather and Cinnamon; base notes are Amber, Fir Resin, Cumin and Labdanum.",https://www.fragrantica.com/perfume/Asgharali/Aflaaj-22636.html
"Vinturi Thiposfor women","for women",3.33,3,"['citrus', 'woody', 'aromatic', 'green', 'amber', 'mossy', 'musky', 'earthy', 'ozonic', 'powdery']",[],"VinturibyThiposis a Amber Floral fragrance for women.Vinturiwas launched in 2020. Top notes are Lime and Cassis; middle notes are Violet Leaf and Lemon; base notes are Virginia Cedar, Moss, Amber and Musk.",https://www.fragrantica.com/perfume/Thipos/Vinturi-84826.html
"Taiga Dzintarsfor women and men","for women and men",5,1,"['woody', 'citrus', 'mossy', 'musky', 'aromatic', 'earthy', 'conifer', 'fresh', 'powdery']",[],"TaigabyDzintarsis a Woody Chypre fragrance for women and men.Taigawas launched in 1948.",https://www.fragrantica.com/perfume/Dzintars/Taiga-80470.html
"Esprit Essential For Him Espritfor men","for men",3.67,6,"['powdery', 'fruity', 'sweet', 'violet', 'citrus', 'musky', 'woody', 'vanilla', 'ozonic', 'aquatic']",[],"Esprit Essential For HimbyEspritis a Woody Aromatic fragrance for men.Esprit Essential For Himwas launched in 2021. Top notes are Raspberry, Bergamot and Violet Leaves; middle notes are Violet, Gardenia and Iris; base notes are Musk, Vanilla and Sandalwood.",https://www.fragrantica.com/perfume/Esprit/Esprit-Essential-For-Him-69816.html
"Adidas UEFA Victory Edition Adidasfor men","for men",3.68,62,"['aromatic', 'fresh spicy', 'lavender', 'rose', 'citrus', 'woody', 'green', 'patchouli', 'fresh', 'soft spicy']","['Carine Boin', 'Hernan Fígoli']","Adidas UEFA Victory EditionbyAdidasis a Woody Aromatic fragrance for men.Adidas UEFA Victory Editionwas launched in 2019. Adidas UEFA Victory Edition was created by Hernan Fígoli and Carine Boin. Top notes are Tomato Leaf and Citruses; middle notes are Lavender, Rose and Pink Pepper; base notes are Patchouli and Cedar.",https://www.fragrantica.com/perfume/Adidas/Adidas-UEFA-Victory-Edition-53833.html
"Linda Al-Rehabfor women","for women",4.33,3,[],[],"LindabyAl-Rehabis a fragrance for women.",https://www.fragrantica.com/perfume/Al-Rehab/Linda-20131.html
"Nastroenie Abrau Sélection Excellencefor women and men","for women and men",3.4,10,"['woody', 'citrus', 'aromatic', 'green', 'powdery', 'warm spicy', 'fresh spicy', 'earthy', 'balsamic']",[],"Nastroenie AbraubySélection Excellenceis a Citrus Aromatic fragrance for women and men. Top notes are Bergamot and Bitter Orange; middle note is Grapefruit; base notes are Sandalwood, Vetiver and Galbanum.",https://www.fragrantica.com/perfume/Selection-Excellence/Nastroenie-Abrau-41525.html
"Ever Bloom Eau de Toilette Shiseidofor women","for women",3.88,253,"['floral', 'white floral', 'fresh', 'powdery', 'rose', 'violet', 'fruity', 'citrus', 'musky', 'lactonic']","['Aurélien Guichard', 'Marie Salamagne']","Ever Bloom Eau de ToilettebyShiseidois a Floral fragrance for women.Ever Bloom Eau de Toilettewas launched in 2016. Ever Bloom Eau de Toilette was created by Aurélien Guichard and Marie Salamagne. Top notes are Peony, Violet, Osmanthus, Bergamot and Lemon; middle notes are Gardenia, Orange Blossom, Cyclamen, Rose and Apple; base notes are White Musk and Sandalwood.",https://www.fragrantica.com/perfume/Shiseido/Ever-Bloom-Eau-de-Toilette-39695.html
"Jungle Gardenia Cotyfor women","for women",3.67,40,"['white floral', 'fruity', 'sweet', 'lactonic', 'coconut', 'tropical', 'animalic', 'musky']",[],"Jungle GardeniabyCotyis a Floral Fruity fragrance for women.Jungle Gardeniawas launched in 1995. Top notes are Banana, Coconut and Peach; middle notes are Gardenia and White Flowers; base notes are Musk and Woody Notes.",https://www.fragrantica.com/perfume/Coty/Jungle-Gardenia-15461.html
"03 Caipirissima Zarafor women","for women",3.81,42,"['white floral', 'citrus', 'fruity', 'powdery', 'vanilla', 'woody', 'sweet', 'musky', 'nutty', 'cherry']",[],"03 CaipirissimabyZarais a Amber Vanilla fragrance for women.03 Caipirissimawas launched in 2017. Top notes are Water Fruit, Lemon, Bergamot and Black Currant; middle notes are Gardenia, Cherry and Jasmine; base notes are Vanilla, Musk, Sandalwood and Amber.",https://www.fragrantica.com/perfume/Zara/03-Caipirissima-43459.html
"Ambre Sauvage Goutalfor women and men","for women and men",4.15,159,"['amber', 'patchouli', 'vanilla', 'powdery', 'soft spicy', 'woody', 'earthy', 'iris', 'warm spicy', 'lavender']",[],"Ambre SauvagebyGoutalis a Amber Spicy fragrance for women and men.Ambre Sauvagewas launched in 2015. Top notes are Amber and Patchouli; middle notes are Pink Pepper and Lavender; base notes are Vanilla Absolute and Iris.",https://www.fragrantica.com/perfume/Goutal/Ambre-Sauvage-31763.html
"Roses on Ice By Kilianfor women and men","for women and men",3.52,"1,617","['ozonic', 'aquatic', 'aromatic', 'green', 'rose', 'fresh spicy', 'woody', 'citrus', 'musky', 'powdery']","['Frank Voelkl']","Roses on IcebyBy Kilianis a Aromatic fragrance for women and men.Roses on Icewas launched in 2020. The nose behind this fragrance is Frank Voelkl. Top notes are Cucumber, Juniper Berries and Lime; middle note is Rose; base notes are Musk and Sandalwood.",https://www.fragrantica.com/perfume/By-Kilian/Roses-on-Ice-62616.html
"La Collection D'antiquités 1886 Lattafa Perfumesfor women and men","for women and men",4.08,24,"['white floral', 'sweet', 'powdery', 'woody', 'iris', 'aromatic', 'vanilla', 'citrus', 'musky', 'fresh spicy']",[],"La Collection D'antiquités 1886byLattafa Perfumesis a Aromatic fragrance for women and men. This is a new fragrance.La Collection D'antiquités 1886was launched in 2023. Top notes are Mate and Bergamot; middle notes are Orris, Bark, Cinnamon, Tonka and Jasmine; base notes are White Chocolate, White Tobacco, White Musk, Vanilla and Patchouli.",https://www.fragrantica.com/perfume/Lattafa-Perfumes/La-Collection-D-antiquites-1886-92028.html
"Joop! Homme Electric Heat Joop!for men","for men",3.94,33,"['leather', 'floral', 'citrus', 'warm spicy', 'woody', 'animalic', 'metallic', 'fresh', 'smoky', 'tobacco']",[],"Joop! Homme Electric HeatbyJoop!is a Leather fragrance for men.Joop! Homme Electric Heatwas launched in 2009. Top note is Citruses; middle notes are Floral Notes and Saffron; base notes are Leather and Woodsy Notes.",https://www.fragrantica.com/perfume/Joop/Joop-Homme-Electric-Heat-5463.html
"Vanille Tonique Evocative Perfumesfor women and men","for women and men",4.52,29,"['amber', 'vanilla', 'musky', 'woody', 'powdery', 'floral', 'sweet', 'warm spicy', 'balsamic', 'yellow floral']","['Mark Evans']","Vanille ToniquebyEvocative Perfumesis a Floral Woody Musk fragrance for women and men.Vanille Toniquewas launched in 2014. The nose behind this fragrance is Mark Evans. Top notes are Olibanum and Ylang-Ylang; middle notes are Vanilla, Precious Woods and Orchid; base notes are Benzoin, Ambrette (Musk Mallow) and Musk.",https://www.fragrantica.com/perfume/Evocative-Perfumes/Vanille-Tonique-29137.html
"B Exquisite for Women Bijanfor women","for women",4.27,99,"['powdery', 'vanilla', 'fresh spicy', 'white floral', 'woody', 'amber', 'citrus', 'fruity', 'sweet', 'musky']",[],"B Exquisite for WomenbyBijanis a Amber Vanilla fragrance for women.",https://www.fragrantica.com/perfume/Bijan/B-Exquisite-for-Women-9836.html
"Lyra Joy Eudorafor women","for women",3.87,52,"['white floral', 'fruity', 'citrus', 'woody', 'floral', 'vanilla', 'lactonic', 'patchouli', 'sweet', 'powdery']","['Leslie Gauthier']","Lyra JoybyEudorais a Floral Fruity fragrance for women. This is a new fragrance.Lyra Joywas launched in 2023. The nose behind this fragrance is Leslie Gauthier. Top notes are Pear Ice Cream, Bergamot, Plum, Mandarin Orange and Pink Pepper; middle notes are Jasmine Sambac, Gardenia, Lily-of-the-Valley, Osmanthus and Orange Blossom; base notes are Patchouli, Sandalwood, Amber, Black Diamond and Vanilla.",https://www.fragrantica.com/perfume/Eudora/Lyra-Joy-87500.html
"Mandala Oud Masque Milanofor women and men","for women and men",2.87,15,"['amber', 'woody', 'warm spicy', 'animalic', 'oud', 'aldehydic', 'fresh spicy', 'balsamic', 'fresh']","['Christian Carbonnel']","Mandala OudbyMasque Milanois a Amber Woody fragrance for women and men. This is a new fragrance.Mandala Oudwas launched in 2023. The nose behind this fragrance is Christian Carbonnel. Top notes are Olibanum, Aldehydes, Cardamom and Angelica; middle notes are Cinnamon, Myrrh, Sandalwood, Nutmeg and Cloves; base notes are Laotian Oud, Cambodian Oud, Ambergris and Musk.",https://www.fragrantica.com/perfume/Masque-Milano/Mandala-Oud-80339.html
"Vesen JAFRAfor women","for women",3.82,34,"['citrus', 'white floral', 'fresh spicy', 'amber', 'woody', 'patchouli', 'aromatic', 'sweet', 'warm spicy', 'powdery']",[],"VesenbyJAFRAis a Floral Woody Musk fragrance for women.Vesenwas launched in 2006. Top notes are Bergamot, Peach and Pepper; middle notes are Orange Blossom, Jasmine and Rose; base notes are Amber, Patchouli, Vetiver and Musk.",https://www.fragrantica.com/perfume/JAFRA/Vesen-44678.html
"Blooming Grapefruit Angel Schlesserfor women and men","for women and men",3.78,49,"['citrus', 'aromatic', 'green', 'woody', 'fruity', 'fresh spicy', 'sweet']","['Marie Salamagne']","Blooming GrapefruitbyAngel Schlesseris a Citrus Aromatic fragrance for women and men.Blooming Grapefruitwas launched in 2020. The nose behind this fragrance is Marie Salamagne. Top note is Grapefruit; middle note is Rhubarb; base note is Woodsy Notes.",https://www.fragrantica.com/perfume/Angel-Schlesser/Blooming-Grapefruit-62092.html
"Eau de Balenciaga Balenciagafor men","for men",4.3,20,"['aromatic', 'woody', 'fresh spicy', 'citrus', 'amber', 'warm spicy', 'lavender', 'powdery', 'earthy', 'vanilla']",[],"Eau de BalenciagabyBalenciagais a Aromatic Fougere fragrance for men.Eau de Balenciagawas launched in 1962. Top notes are Lavender, Petitgrain, Amalfi Lemon, Bergamot and Rosemary; middle notes are Geranium, Virginia Cedar, Carnation, Sandalwood and Jasmine; base notes are Tonka Bean, Vetiver, Musk, oak moss and Amber.",https://www.fragrantica.com/perfume/Balenciaga/Eau-de-Balenciaga-14432.html
"Fahrenheit 0 Degree Diorfor men","for men",4.3,63,"['woody', 'citrus', 'powdery', 'fresh spicy', 'floral', 'violet', 'leather', 'musky', 'animalic', 'aromatic']","['Bertrand Duchaufour']","Fahrenheit 0 DegreebyDioris a Aromatic Fougere fragrance for men.Fahrenheit 0 Degreewas launched in 2003. The nose behind this fragrance is Bertrand Duchaufour. Top notes are Violet, Grapefruit, Musk, Nutmeg and Patchouli; middle notes are Mandarin Orange, Freesia, Leather and Sandalwood; base notes are Caraway, Amber and Cedar.",https://www.fragrantica.com/perfume/Dior/Fahrenheit-0-Degree-2609.html
"Sun Java Intense Franck Olivierfor men","for men",4.29,52,"['amber', 'tobacco', 'woody', 'sweet', 'warm spicy', 'fresh spicy', 'powdery', 'musky', 'citrus', 'green']",[],"Sun Java IntensebyFranck Olivieris a Aromatic fragrance for men.Sun Java Intensewas launched in 2019. Top notes are Peppermint, Orange, Mandarin Orange and Bergamot; middle notes are Pepper, Saffron, Olibanum, Rose and Geranium; base notes are Tobacco, Amber, Cedar, Brazilian Rosewood and Musk.",https://www.fragrantica.com/perfume/Franck-Olivier/Sun-Java-Intense-64098.html
"ART Modo Orange (Oranžais) Dzintarsfor women","for women",4.4,5,"['woody', 'citrus', 'rose', 'violet', 'powdery', 'warm spicy', 'floral']",[],"ART Modo Orange (Oranžais)byDzintarsis a Floral fragrance for women.ART Modo Orange (Oranžais)was launched in 2004.",https://www.fragrantica.com/perfume/Dzintars/ART-Modo-Orange-Oranzais-20287.html
